alew001besl01_01.TEI.2.text.body.div.div.sp.614.s.1	EmbodiedEmotions-EmotionLabel:Woede	EmbodiedEmotions-Level1:Lichaamswerking	maek my de kop niet warm
alew001besl01_01.TEI.2.text.body.div.div.sp.614.s.1	EmbodiedEmotions-EmotionLabel:Woede	EmbodiedEmotions-Level2:Lichaamsdeel	kop
alew001besl01_01.TEI.2.text.body.div.div.sp.628.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level2:Emotie	leed
alew001besl01_01.TEI.2.text.body.div.div.sp.628.s.2	EmbodiedEmotions-EmotionLabel:Wroeging	EmbodiedEmotions-Level2:Emotie	rouwen
alew001besl01_01.TEI.2.text.body.div.div.sp.stage.726.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	huilen
alew001besl01_01.TEI.2.text.body.div.div.sp.stage.726.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level2:Lichaamsdeel	traanen
alew001besl01_01.TEI.2.text.body.div.div.sp.733.s.3	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	huilen
alew001besl01_01.TEI.2.text.body.div.div.sp.speaker.738.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	huilende
alew001besl01_01.TEI.2.text.body.div.div.sp.746.s.2	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level2:Lichaamsdeel	traanen
alew001besl01_01.TEI.2.text.body.div.div.sp.746.s.2	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	't gemoet is my zo vol
alew001besl01_01.TEI.2.text.body.div.div.sp.746.s.2	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level2:Lichaamsdeel	gemoet
alew001besl01_01.TEI.2.text.body.div.div.sp.746.s.2	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level2:Emotie	leed
alew001besl01_01.TEI.2.text.body.div.div.sp.746.s.2	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level2:Lichaamsdeel	traenen
alew001besl01_01.TEI.2.text.body.div.div.sp.stage.745.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level2:Lichaamsdeel	snot
alew001besl01_01.TEI.2.text.body.div.div.sp.stage.745.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	snot en kwyl te huilen
alew001besl01_01.TEI.2.text.body.div.div.sp.stage.745.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level2:Lichaamsdeel	kwyl
alew001besl01_01.TEI.2.text.body.div.div.sp.stage.755.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	huilt
alew001besl01_01.TEI.2.text.body.div.div.sp.stage.764.s.1	EmbodiedEmotions-EmotionLabel:Welwillendheid	EmbodiedEmotions-Level2:Emotie	zoetjes
alew001besl01_01.TEI.2.text.body.div.div.sp.775.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	balken
alew001besl01_01.TEI.2.text.body.div.div.sp.775.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	huilen
alew001besl01_01.TEI.2.text.body.div.div.sp.829.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level2:Emotie	droefheid
alew001besl01_01.TEI.2.text.body.div.div.sp.829.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	droefheid
alew001besl01_01.TEI.2.text.body.div.div.sp.829.s.1	EmbodiedEmotions-EmotionLabel:Opluchting	EmbodiedEmotions-Level1:Lichaamswerking	verlichten
alew001besl01_01.TEI.2.text.body.div.div.sp.855.s.6	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	huilen
alew001besl01_01.TEI.2.text.body.div.div.sp.stage.844.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	huilende
alew001besl01_01.TEI.2.text.body.div.div.sp.stage.844.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	hikkende
alew001besl01_01.TEI.2.text.body.div.div.sp.stage.844.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	snikkende
alew001besl01_01.TEI.2.text.body.div.div.sp.stage.854.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	begint hart op te balken
alew001besl01_01.TEI.2.text.body.div.div.sp.stage.854.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	balken
alew001besl01_01.TEI.2.text.body.div.div.sp.870.s.2	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	janken
alew001besl01_01.TEI.2.text.body.div.div.sp.speaker.874.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	hikkende snikkende
alew001besl01_01.TEI.2.text.body.div.div.sp.speaker.914.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	huilende
alew001besl01_01.TEI.2.text.body.div.div.sp.speaker.925.s.1	EmbodiedEmotions-EmotionLabel:Verdriet	EmbodiedEmotions-Level1:Lichaamswerking	huilende
alew001besl01_01.TEI.2.text.body.div.div.sp.1006.s.1	EmbodiedEmotions-EmotionLabel:Blijdschap	EmbodiedEmotions-Level2:Emotie	vreugd
alew001besl01_01.TEI.2.text.body.div.div.sp.1006.s.2	EmbodiedEmotions-EmotionLabel:Bedruktheid	EmbodiedEmotions-Level2:Lichaamsdeel	leever
alew001besl01_01.TEI.2.text.body.div.div.sp.1012.s.2	EmbodiedEmotions-EmotionLabel:Bedruktheid	EmbodiedEmotions-Level2:Emotie	belaaden
alew001besl01_01.TEI.2.text.body.div.div.sp.1012.s.2	EmbodiedEmotions-EmotionLabel:Bezorgdheid	EmbodiedEmotions-Level2:Emotie	belaaden
alew001besl01_01.TEI.2.text.body.div.div.sp.1020.s.1	EmbodiedEmotions-EmotionLabel:Angst	EmbodiedEmotions-Level2:Emotie	vrees
alew001besl01_01.TEI.2.text.body.div.div.sp.1028.s.1	EmbodiedEmotions-EmotionLabel:Blijdschap	EmbodiedEmotions-Level2:Emotie	vermaak
alew001besl01_01.TEI.2.text.body.div.div.sp.1034.s.1	EmbodiedEmotions-EmotionLabel:Angst	EmbodiedEmotions-Level2:Emotie	vrees
alew001besl01_01.TEI.2.text.body.div.div.sp.1058.s.1	EmbodiedEmotions-EmotionLabel:Angst	EmbodiedEmotions-Level1:Lichaamswerking	benouwen
